ST160Q01IA,ST160Q02IA,ST160Q03IA,ST160Q04IA,ST160Q05IA,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,ISCEDL
3,3,3,4,3,664.341,647.874,673.078,595.123,629.444,648.792,583.84,590.349,624.203,629.159,3
3,3,2,4,4,481.428,477.835,503.226,464.6,499.049,518.923,485.265,456.614,488.63,491.854,3
4,4,3,4,3,548.15,568.292,582.443,598.778,554.463,610.551,528.738,543.937,575.347,575.932,3
3,3,2,4,4,548.216,565.554,509.993,523.289,540.846,514.6,570.843,542.951,549.562,532.499,3
3,3,2,4,4,582.378,612.296,591.756,605.617,618.291,568.017,595.594,581.053,578.518,606.32,3
2,2,2,3,3,303.999,328.466,375.98,329.194,315.616,358.07,330.037,367.376,334.581,380.514,3
1,2,2,2,4,462.218,512.631,478.34,466.507,529.822,490.623,492.733,519.43,517.74,489.342,3
3,1,1,3,2,444.089,365.145,410.644,413.985,418.559,454.244,419.152,434.711,390.33,366.426,3
2,2,2,2,1,620.387,679.903,639.451,737.387,730.194,647.594,639.851,696.817,698.103,654.728,3
4,4,2,4,4,530.577,517.131,514.718,497.469,489.491,528.757,544.104,515.745,463.098,517.04,3
2,2,3,3,2,502.39,457.215,473.876,488.365,428.285,426.882,475.695,480.628,523.794,494.506,3
3,2,2,3,1,569.004,579.376,587.312,567.721,574.543,564.337,577.598,614.112,615.97,568.507,3
4,4,4,4,4,521.816,586.699,533.683,561.623,530.007,606.234,544.598,538.04,508.107,491.467,2
4,4,3,3,2,620.864,651.043,633.44,640.897,672.314,615.31,670.061,670.181,664.391,641.664,3
2,1,3,3,1,479.905,500.713,455.04,472.246,498.27,476.953,513.474,481.974,494.428,497.172,3
3,3,3,4,3,436.256,466.855,466.817,472.745,410.574,509.304,463.295,490.972,495.119,465.058,3
4,4,2,4,3,580.232,591.891,562.102,650.023,647.791,591.023,603.717,556.299,592.95,582.533,3
3,3,3,4,3,662.901,801.817,664.189,618.611,765.105,675.045,756.548,755.72,718.567,724.754,3
2,2,1,3,3,662.889,615.946,655.833,625.002,647.365,635.782,626.078,652.2,666.906,648.19,3
3,2,2,3,2,499.971,487.149,543.204,481.861,510.981,529.838,513.828,494.823,475.965,512.917,3
4,4,2,4,3,535.233,535.868,510.607,579.668,535.933,596.238,555.808,531.708,497.83,544.061,3
1,1,2,3,2,550.946,579.883,613.073,630.378,602.418,579.532,563.253,620.658,598.612,571.026,3
1,1,1,3,1,322.742,338.832,309.209,318.477,313.184,376.34,346.758,392.99,322.981,332.26,2
3,2,3,3,3,393.794,373.336,417.949,423.333,417.418,425.164,400.842,411.208,392.439,442.232,3
3,3,2,4,4,531.009,494.93,545.902,483.521,588.034,592.282,530.22,548.98,520.108,513.704,3
1,1,1,1,1,462.677,475.433,492.515,468.387,462.831,431.085,473.096,457.87,439.625,443.679,3
1,1,2,3,2,669.903,617.438,633.679,579.925,635.919,624.349,587.008,590.094,614.713,500.157,3
2,2,2,3,1,631.167,616.909,638.663,603.947,593.016,596.288,628.518,603.786,601.687,676.684,3
1,1,3,3,2,531.086,485.494,536.432,462.698,515.956,474.636,456.423,449.539,466.224,479.825,3
1,1,2,2,2,474.91,480.708,479.906,505.403,462.682,510.697,451.593,453.309,433.996,495.596,3
1,1,1,1,4,417.077,455.389,429.208,449.287,429.815,432.577,436.746,409.815,407.566,379.767,3
1,1,4,3,2,436.576,434.529,470.327,461.717,463.609,470.052,423.548,448.327,405.674,441.273,3
2,2,3,3,1,587.686,612.909,595.042,609.075,570.404,682.583,601.767,550.855,584.362,591.507,3
3,2,2,3,3,498.31,527.754,492.795,518.351,572.697,452.431,493.979,519.348,553.553,498.638,3
4,3,3,4,4,672.81,638.661,624.702,553.179,606.846,616.559,610.116,605.277,587.886,569.572,3
4,2,3,4,3,532.145,591.615,582.15,577.066,571.481,559.507,543.318,571.307,597.226,587.223,3
2,1,2,1,1,642.348,658.189,638.164,580.883,611.221,625.047,601.748,613.405,612.65,633.146,3
2,1,2,3,2,578.373,591.406,555.975,578.227,609.127,560.615,566.896,574.056,607.797,600.655,3
2,2,3,3,2,569.843,521.27,588.911,589.343,525.69,530.422,563.907,559.082,574.861,587.506,3
2,3,3,2,2,480.003,496.103,442.932,501.25,459.734,425.618,443.345,427.479,502.555,430.338,3
 , , , , ,349.641,376.494,387.169,360.582,320.933,379.233,370.773,362.337,361.645,337.276,3
2,1,2,3,2,484.728,491.162,477.46,475.207,461.729,469.936,510.182,502.487,479.008,509.361,2
2,2,1,2,2,457.027,432.486,463.346,400.387,420.099,482.923,464.383,470.927,463.261,455.21,3
4,4,3,4,4,530.499,501.321,535.979,531.211,540.119,544.623,500.793,512.282,464.823,556.435,3
1,1,2,1,1,312.835,287.545,328.573,361.342,282.95,296.036,315.466,339.106,354.498,372.756,3
3,3,3,3,3,668.356,648.252,633.028,612.645,670.674,604.585,569.047,660.932,609.953,632.363,3
2,1,2,3,3,371.371,422.427,427.99,418.484,451.912,405.189,434.298,412.466,384.326,440.272,3
3,3,3,4,4,600.908,568.075,567.364,547.025,577.046,583.736,522.155,538.766,552.387,518.989,3
4,3,3,4,3,541.791,539.585,516.82,572.943,510.194,555.52,518.336,529.714,556.167,540.433,3
3,3,4,4,3,469.928,461.745,406.517,439.62,432.596,450.837,507.546,471.109,427.323,426.544,3
1,1,1,2,1,321,337.669,321.442,353.993,310.848,339.258,343.023,302.487,341.204,341.036,2
1,1,1,2,1,577.332,584.506,590.172,523.586,619.608,564.856,572.668,563.518,544.75,602.781,3
2,1,2,2,2,471.555,456.957,470.677,497.079,516.723,483.757,494.599,440.91,453.729,480.026,3
1,2,2,2,2,685.519,646.349,700.969,676.971,669.91,687.962,620.75,645.985,690.891,668.283,3
3,2,2,4,3,523.16,488.626,494.711,506.809,493.619,537.008,479.191,543.292,495.693,504.455,3
3,3,2,4,3,704.071,700.315,712.834,650.257,685.91,655.207,722.243,743.469,767.586,677.903,3
3,3,2,4,3,508.112,454.042,465.098,479.59,503.845,477.54,476.793,518.99,479.697,483.97,3
2,2,2,2,2,361.733,337.885,333.488,298.978,365.897,359.118,339.86,359.349,342.255,320.412,3
2,1,1,3,1,365.875,340.211,353.172,337.391,339.206,370.006,342.146,365.255,332.882,361.342,3
1,1,2,3,1,489.969,530.952,533.202,503.393,506.49,515.138,556.271,563.494,493.563,465.698,3
2,1,1,1,2,347.806,272.83,330.17,274.828,288.927,373.96,330.824,313.22,358.724,349.133,2
2,2,4,3,1,555.654,522.312,522.894,533.017,589.793,570.584,550.4,585.325,553.817,546.275,3
2,1,2,2,1,543.058,543.407,474.751,502.179,468.74,471.803,505.861,530.848,470.238,467.063,3
3,4,3,4,3,585.426,562.545,599.638,610.516,620.931,650.551,643.274,631.059,606.328,600.27,3
2,2,2,2,2,518.853,577.857,528.327,541.764,532.72,504.971,524.061,538.282,564.513,579.639,3
3,1,2,3,3,637.565,675.457,634.535,663.067,684.244,706.715,658.916,693.852,695.34,635.161,3
3,1,1,4,2,667.521,755.838,633.526,655.817,685.738,690.166,673.434,694.169,669.121,641.476,3
1,2,3,3,2,450.914,432.078,496.364,480.096,431.515,451.723,471.725,481.498,475.498,523.015,3
3,2,3,4,4,537.251,531.517,476.393,530.149,554.432,554.176,540.714,519.972,573.712,569.119,3
1,1,4,2,1,392.199,433.289,429.785,420.281,428.23,382.252,404.719,426.531,391.134,404.916,2
2,2,2,3,2,428.293,442.726,422.811,382.052,409.24,433.92,384.738,413.591,411.113,440.545,3
3,3,2,3,3,514.765,478.615,482.93,551.86,519.932,507.289,565.571,529.142,556.704,533.011,3
4,3,3,4,3,640.986,688.931,657.296,634.978,603.504,631.802,653.566,671.711,648.627,589.141,3
1,2,3,3,1,291.435,392.112,370.542,371.929,351.3,379.447,417.99,426.672,375.23,324.562,3
1,1,3,2,2,439.433,527.762,466.283,453.615,415.929,504.529,469.995,506.873,453.201,471.036,3
4,3,4,4,4,492.631,542.031,551.384,517.794,544.231,589.214,549.201,492.132,555.531,552.194,3
3,3,2,4,4,784.498,709.651,701.161,750.772,842.93,744.6,756.85,748.516,763.184,692.308,3
1,2,4,3,2,423.426,482.643,440.966,408.733,423.074,436.92,466.904,411.157,449.088,402.367,3
3,3,3,4,3,601.836,594.303,535.559,576.099,553.708,568.039,523.017,558.214,559.652,549.268,3
2,2,3,3,2,442.526,449.603,506.746,480.994,460.809,436.478,442.913,461.985,453.317,423.474,3
2,1,1,1,1,389.733,385.071,403.726,381.264,381.377,374.956,417.556,368.151,363.215,407.709,3
2,2,3,2,1,499.085,559.965,519.605,486.339,490.885,499.813,529.303,543.134,557.822,530.217,3
 , , , , ,300.989,278.674,291.368,291.217,329.983,318.399,281.581,289.214,324.497,299.728,3
1,1,1,1,2,424.618,462.369,451.221,465.998,426.783,456.333,452.504,495.251,434.651,457.76,2
1,1,1,1,1,523.361,538.135,498.148,428.478,498.859,553.652,540.995,546.072,477.915,506.183,3
3,2,3,3,3,511.218,431.907,473.226,469.902,459.752,493.425,429.752,485.441,467.619,452.634,3
3,2,1,3,2,474.405,479.098,508.01,493.237,501.541,453.484,451.787,473.417,454.978,478.463,3
1,1,1,1,1,510.486,515.42,526,515.234,535.594,526.013,479.934,557.519,520.072,510.773,3
3,2,2,3,2,504.879,468.718,530.325,469.381,438.178,546.494,473.313,448.78,524.355,486.241,3
2,2,3,3,3,628.475,565.357,600.296,638.783,623.632,662.007,592.155,580.711,602.903,603.723,3
3,2,3,4,4,460.314,434.07,409.914,384.853,401.193,451.882,418.853,405.266,463.452,451.998,3
3,2,2,3,3,549.602,591.603,556.432,565.012,551.697,580.358,542.947,522.546,523.789,526.615,3
2,2,2,3,2,469.799,447.529,482.68,479.676,506.597,518.731,531.134,511.637,529.812,475.761,3
3,3,3,4,3,647.352,624.79,615.593,616.493,592.787,656.831,668.917,629.958,656.35,626.806,3
3,3,3,4,3,494.538,475.411,487.43,452.178,491.89,509.59,468.887,491.886,498.575,482.972,3
1,1,1,1,2,567.312,590.877,554.252,546.187,507.37,565.812,519.659,566.609,522.678,519.431,3
2, ,2,2,2,539.081,541.636,583.027,584.399,578.141,547.735,603.105,547.891,506.239,539.591,3
2,2,3,3,3,546.417,534.53,556.414,616.745,597.365,532.615,554.618,577.495,611.08,544.293,3
4,4,4,4,4,648.769,655.443,730.259,666.317,660.922,711.946,673.387,707.073,699.545,725.395,3
4,1,1,3,4,424.803,467.996,431.138,449.393,410.787,440.296,496.19,462.199,428.849,448.484,3
2,2,2,4,2,612.521,586.698,666.389,705.584,685.89,633.899,683.653,674.205,711.15,681.928,3
3,2,3,4,3,695.365,600.911,641.635,688.21,636.898,664.287,632.233,689.601,661.796,685.246,3
3,3,3,4,3,582.717,525.64,572.36,544.178,568.001,561.64,598.204,567.842,602.197,581.769,3
3,3,3,3,3,632.092,630.289,590.645,578.095,609.357,561.207,577.915,647.422,633.958,640.367,3
3,1,3,3,3,419.184,442.961,378.209,436.04,440.01,468.817,391.905,410.09,431.502,447.363,3
1,4,3,2,2,294.683,263.415,260.413,215.066,248.688,246.927,256.269,275.963,268.904,242.343,3
3,2,4,2,3,536.018,548.072,525.225,508.438,560.975,545.249,535.017,550.441,535.881,522.034,3
1,2,2,1,3,356.233,338.127,362.978,397.752,366.812,389.557,345.076,356.498,391.292,370.154,3
2,2,3,2,1,546.822,468.389,450.198,497.612,498.955,511.045,516.143,499.039,507.943,472.462,3
2,1,1,3,3,465.216,513.747,535.522,493.173,454.827,521.989,499.608,449.944,472.536,508.345,3
2,2,2,2,2,404.61,387.446,427.643,384.641,399.877,387.158,397.403,399.312,391.736,392.222,3
4,3,3,4,4,500.787,457.528,450.742,484.409,468.427,449.388,442.697,452.606,428.132,497.017,3
1,2,2,2,1,408.167,390.835,400.789,397.404,394.154,396.534,367.195,387.061,361.893,348.764,3
2,1,1,3,3,506.12,503.365,524.12,510.671,547.586,502.2,505.838,471.793,541.408,519.573,3
1,1,1,1,1,323.905,340.634,337.492,328.522,327.098,322.552,384.049,327.028,331.754,318.364,3
3,2,2,4,3,495.915,466.849,494.532,490.278,477.812,457.464,512.83,475.251,466.233,472.523,3
2,1,3,3,2,362.554,357.315,348.078,384.921,360.886,358.049,353.442,350.712,324.498,365.729,3
2,2,1,3,2,487.089,546.339,477.067,557.445,497.773,529.765,515.29,495.438,505.444,531.97,3
4,1,1,1, ,413.08,391.911,386.603,415.774,390.219,448.015,381.421,368.829,402.335,369.531,3
 , , , , ,312.948,276.747,265.428,291.819,263.05,280.878,333.276,234.946,295.18,279.649,3
3,3,3,4,4,518.947,508.655,521.208,532.577,484.989,472.179,521.558,479.639,529.695,512.227,3
1,1,1,1,2,437.972,381.305,354.968,385.632,371.527,394.543,446.943,395.957,398.647,413.106,3
 ,4,2,3,3,438.423,440.511,418.678,463.625,441.01,480.359,442.225,443.221,413.25,453.429,3
4,4,3,4,4,663.392,623.281,635.139,652.529,636.95,692.525,662.13,620.014,658.968,632.746,3
3,3,3,3,2,363.497,401.729,372.089,403,391.613,421.666,433.76,392.108,433.666,418.468,3
3,2,2,3,3,502.713,510.438,502.147,574.576,539.839,470.388,551.485,529.846,505.931,524.98,3
2,2,2,3,2,503.809,503.598,547.754,511.861,497.822,474.797,474.587,495.214,508.29,490.33,3
3,3,2,3,3,634.684,628.62,677.104,675.95,675.877,647.991,657.451,664.228,674.255,652.913,3
3,1,1,1,4,295.566,342.188,341.301,311.334,323.392,359.452,276.519,335.334,340.06,329.971,3
1,2,2,2,2,660.2,634.492,586.017,645.016,586.931,630.339,605.31,572.342,658.68,588.003,3
3,4,2,4,3,481.906,420.531,377.305,422.178,431.557,394.753,431.195,373.043,433.671,399.645,3
2,2,3,3,1,414.022,453.585,403.782,420.937,419.918,411.321,395.583,446.015,432.506,394.054,3
2,2,3,4,3,555.191,529.44,544.056,587.666,520.397,513.852,566.672,579.899,535.313,557.63,3
4,4,4,4,4,593.9,648.529,656.476,614.621,620.362,612.088,663.666,587.967,572.303,638.643,3
3,2,2,3,3,402.906,436.728,400.608,436.815,374.235,363.415,390.355,398.802,375.153,399.436,3
4,3,4,4,3,518.973,550.344,631.741,557.75,644.23,577.379,612.926,637.646,611.621,669.588,3
2,2,2,3,2,314.235,224.44,312.427,270.301,291.449,304.924,272.172,286.997,281.917,359.517,3
3,3,3,3,3,594.477,541.89,535.14,553.298,513.913,528.072,585.802,577.632,546.843,557.977,3
2,2,3,3,2,336.627,357.63,326.098,375.806,365.715,311.054,303.832,303.028,351.766,344.67,3
2,2,3,2,2,451.417,459.11,458.076,424.955,433.631,463.709,462.381,445.488,475.739,480.746,2
1,2,2,3,2,453.392,481.024,493.687,505.672,460.997,488.52,491.98,477.932,471.38,532.363,3
4,4,1,4,4,590.7,656.309,614.926,655.821,699.779,622.521,602.686,683.543,643.274,690.725,3
3,2,2,4,3,500.186,518.495,539.291,557.434,478.914,502.832,525.991,497.042,514.556,494.292,3
4,4,4,4,4,619.611,637.249,639.255,558.457,573.901,621.444,627.973,671.946,673.169,641.164,3
3,4,4,4,3,605.36,652.11,606.589,603.64,566.216,611.681,636.351,710.225,573.052,579.736,3
2,2,2,3,2,637.89,636.891,709.467,694.658,704.332,685.805,656.439,706.749,636.48,665.077,3
3,3,3,3,2,685.48,677.301,674.47,706.885,700.548,713.82,634.89,698.583,680.879,672.036,3
3,3,2,3,2,585.013,590.941,561.149,620.469,513.506,567.41,561.211,616.624,577.962,528.24,3
1,1,1,1,1,487.834,455.299,513.339,471.544,452.453,474.983,503.671,503.549,466.663,490.811,3
2,2,2,3,2,566.24,615.233,573.009,593.229,541.047,572.542,524.376,536.947,537.071,593.941,3
1,1,2,3,2,565.143,589.509,604.258,591.918,542.36,635.37,566.782,560.362,561.183,594.237,3
3,3,3,4,3,637.43,658.594,689.439,667.625,708.355,692.885,611.443,609.746,658.295,698.308,3
3,3,3,4,4,532.978,541.467,571.046,494.117,541.439,502.883,565.486,582.992,558.261,501.887,3
1,1,2,3,1,382.345,380.377,354.759,382.81,421.348,391.69,349.715,358.393,383.439,381.426,3
3,3,3,3,3,607.271,585.79,676.437,580.155,613.731,629.657,650.124,584.037,583.982,576.673,3
3,2,3,4,4,513.78,528.057,570.838,565.8,509.765,533.812,521.441,558.2,532.925,514.227,3
1,1,1,1,2,472.983,529.743,490.738,523.992,509.319,508.954,477.497,500.802,523.257,524.744,3
3,3,3,4,3,660.902,641.408,664.337,621.791,600.182,551.154,596.046,576.143,669.023,615.163,3
3,3,3,4,3,612.104,677.688,658.835,621.019,640.685,646.089,611.769,679.411,561.711,662.854,3
1, ,1,2,2,610.308,601.223,575.332,622.257,553.762,551.943,622.942,584.626,613.661,581.486,3
3,2,3,2,2,289.265,280.06,300.065,262.312,252.778,266.275,265.196,264.28,279.187,282.553,2
2,1,1,3,2,578.843,660.59,602.268,569.741,640.993,597.649,583.785,589.963,663.357,589.841,3
2,3,3,2,1,309.253,351.222,355.844,302.087,349.014,299.299,350.883,334.556,329.545,332.992,3
3,3,2,3,3,654.968,624.653,720.348,638.254,652.039,676.274,668.169,653.873,648.626,685.546,3
4,3,2,4,4,595.232,576.213,603.768,549.568,602.321,608.06,596.176,595.298,562.535,569.494,2
2,1,2,2,3,465.321,405.458,360.915,422.45,423.088,381.179,401.037,412.453,435.404,425.04,3
3,1,3,3,4,554.331,513.962,561.871,613.124,518.996,616.06,585.876,534.706,538.771,528.717,3
3,2,3,3,3,481.611,531.204,505.962,533.849,563.868,569.701,565.593,535.15,543.263,515.846,3
3,1,3,4,2,417.609,471.438,460.274,405.065,455.007,468.697,483.011,445.336,445.34,489.491,2
2,2,3,2, ,411.087,406.525,400.156,373.205,343.423,425.411,401.723,370.671,391.641,369.645,3
2,2,1,3,2,375.808,429.817,459.371,459.729,469.387,432.834,410.341,417.3,419.486,452.954,3
2,2,3,3,2,404.359,454.638,428.592,457.884,432.654,454.665,413.953,443.109,447.739,438.696,3
4,3,2,3,2,434.278,410.46,428.252,451.324,438.762,402.271,435.321,425.054,432.784,368.543,3
3,2,2,2,2,404.144,436.734,433.405,408.785,415.497,393.585,401.171,456.775,422.082,414.45,3
2,2,2,3,1,417.403,451.098,424.355,450.395,429.268,450.488,446.005,448.89,490.763,423.432,3
3,2,2,3,3,386.377,426.827,435.273,423.234,365.673,366.588,434.258,444.728,463.057,400.201,3
2,3,3,3,3,447.321,450.149,422.336,455.132,410.215,432.196,472.836,469.037,444.055,429.651,3
1,2,1,2,2,459.894,457.548,498.021,473.457,507.009,472.005,435.524,493.685,493.767,467.567,2
2,2,2,2,2,437.681,437.457,457.662,459.132,463.541,503.215,424.535,442.271,475.616,479.526,3
2,2,2,3,2,431.79,406.549,407.121,434.083,388.387,396.322,368.356,428.666,375.376,406.153,3
3, ,2,4,3,380.828,428.162,373.055,418.135,436.783,392.967,401.987,365.937,434.967,439.484,3
2,2,2,3,2,597.546,608.115,598.202,559.458,570.541,511.766,518.97,530.255,564.972,518.035,3
1,1,2,3,1,537.154,491.834,448.792,447.445,451.065,470.174,463.771,447.347,466.746,464.797,3
3,3,3,4,4,536.491,537.551,548.692,529.461,495.229,531.43,500.72,531.855,489.953,476.911,3
2,1,2,2,2,491.992,433.579,462.867,494.5,483.879,461.243,494.178,441.317,500.965,477.884,3
4,2,3,3,3,510.628,494.2,500.687,548.031,511.245,439.858,512.572,518.008,510.196,449.803,3
1,2,2,1,1,481.455,564.671,495,471.902,502.552,464.407,485.811,455.027,517.729,468.624,3
4,4,4,4,3,496.628,535.661,551.51,560.048,558.802,598.205,501.032,533.336,544.821,540.243,2
2,2,2,3,1,620.841,544.462,537.312,584.281,616.969,648.675,546.45,540.543,571.15,595.039,3
3,2,2,3,2,408.662,437.865,397.21,383.106,377.03,397.501,379.736,375.565,372.856,410.676,3
3,3,3,4,2,533.18,524.38,599.787,563.355,569.647,538.381,576.884,473.805,541.231,530.23,3
1,1,1,1,1,560.825,541.684,544.915,567.31,538.565,551.095,514.072,522.27,534.772,528.946,3
3,2,2,2,2,380.363,316.25,405.998,377.965,346.039,390.724,305.634,356.654,346.875,341.634,2
3,2,3,4,4,460.337,456.506,465.375,443.304,437.018,442.357,449.187,477.817,468.259,452.618,3
1,2,3,3,2,535.98,517.117,480.818,506.78,468.525,495.057,522.435,522.622,500.059,519.523,3
2,1,1,3,3,379.428,434.169,412.823,371.789,380.134,360.757,351.73,391.795,426.002,382.245,3
4,3,3,3,2,397.42,418.451,355.767,399.425,405.985,391.85,392.709,402.798,411.248,394.082,2
1,4,4,1,1,475.332,373.648,410.508,469.477,394.43,455.622,422.943,428.604,432.725,417.041,3
3,2,2,3,2,611.705,620.885,676.492,590.982,584.188,610.369,595.524,639.925,655.303,586.567,3
1,1,2,2,1,515.973,540.329,569.659,502.201,583.138,603.958,585.084,528.358,573.53,580.284,3
1,2,1,3,2,484.916,441.264,448.498,442.266,402.676,423.9,441.085,406.67,443.338,428.192,3
2,2,2,4,3,546.571,539.796,582.393,587.364,491.771,563.238,547.391,549.733,538.678,527.115,3
2,1,1,2,1,487.088,530.366,475.633,476.301,466.066,478.974,497.074,486.405,497.562,506.148,3
3,3,3,4,3,644.643,635.498,597.011,641.28,680.036,630.922,646.806,609.204,648.061,669.418,3
2,2,2,3,2,578.171,611.951,570.916,540.076,643.497,590.038,570.711,597.919,605.98,583.391,3
3,3,3,3,2,614.74,659.645,636.929,669.664,620.518,653.343,617.942,603.04,611.15,594.211,3
1,4,3,4,1,409.906,415.451,421.018,387.343,410.519,420.773,453.98,399.608,396.283,403.519,3
3,3,2,4,4,502.482,499.984,536.707,508.652,534.903,490.739,515.984,538.657,560.21,533.307,3
2,1,2,3,2,483.406,502.564,472.096,481.552,477.007,473.443,496.12,471.341,470.371,473.844,3
4,4,1,4,4,436.707,426.631,440.511,435.866,430.888,450.577,452.084,440.606,470.281,432.686,3
2,2,2,2,1,585.234,653.027,558.846,618.523,567.757,602.114,539.935,595.263,559.188,582.273,3
3,3,2,2,3,474.333,513.243,478.737,483.44,474.648,504.742,452.796,497.075,466.357,473.798,3
2,1,2, ,1,332.017,325.677,325.581,317.456,332.452,328.4,341.959,285.286,278.425,317.06,3
1,1,1,1,1,437.778,452.137,445.374,470.278,424.541,438.9,438.581,391.318,416.031,434.422,3
1,1,3,2,2,522.629,508.968,490.825,492.928,502.984,490.769,516.664,467.261,495.997,467.112,3
2,2,1,2,2,421.197,536.348,485.179,441.474,468.322,468.037,498.127,502.65,516.301,505.355,3
2,2,2,2,2,507.21,453.338,471.632,476.944,460.548,469.189,476.796,458.624,503.372,476.47,3
4,4,4,4,3,602.609,604.676,556.273,592.516,617.265,589.78,601.941,638.736,626.023,637.524,3
1,1,1,1,1,404.595,507.313,449.934,479.289,425.848,410.071,475.953,397.605,453.659,468.848,3
2,3,3,1,1,340.876,354.609,345.505,359.077,376.206,376.802,371.126,360.557,396.121,375.619,3
4,4,3,4,4,796.739,732.475,762.992,765.94,817.865,753.86,801.415,704.088,737.809,825.668,3
3,2,2,3,3,506.829,510.363,525.356,472.992,497.086,534.66,521.276,529.842,514.389,517.312,3
2,2,2,3,2,490.74,474.165,471.806,486.109,499.642,509.111,492.665,524.12,532.012,464.494,3
3,3,3,4,3,434.509,454.377,520.155,422.816,484.037,522.463,505.042,478.898,464.164,479.48,3
3,3,2,4,4,608.384,598.117,567.25,578.8,582.917,601.427,585.885,667.147,621.256,603.354,3
3,2,3,3,2,661.076,641.004,641.962,648.948,703.542,656.634,702.838,633.429,641.656,644.064,3
4,1,1,2,2,417.554,417.536,381.668,447.707,448.254,398.371,413.182,415.614,440.67,409.932,3
1,1,3,3,2,406.652,372.637,388.997,352.888,386.819,357.914,331.402,410.061,364.123,362.273,3
1,1,1,4,2,654.955,612.34,612.805,665.178,642.728,642.796,646.604,612.321,672.978,643.258,3
