ST160Q01IA,ST160Q02IA,ST160Q03IA,ST160Q04IA,ST160Q05IA,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,ISCEDL
2,1,1,1,2,437.077,362.405,450.804,423.997,414.039,406.725,412.195,424.196,409.211,380.185,3
2,2,2,3,3,574.089,628.555,623.282,610.823,597.603,596.535,610.983,586.807,552.795,588.745,3
4,4,3,4,4,649.427,707.108,723.874,683.121,639.346,653.698,628.28,664.748,662.774,741.332,3
3,2,3,4,3,425.442,424.445,468.657,403.814,455.411,473.069,425.992,407.985,461.309,453.685,3
3,3,2,3,3,450.796,487.293,446.032,474.594,460.935,478.451,477.78,429.076,433.109,444.55,3
4,4,4,4,4,602.556,563.854,534.848,541.663,584.599,545.264,552.29,540.113,555.453,561.356,3
4,4,4,4,4,443.074,476.238,410.722,473.896,405.322,437.856,408.687,406.182,463.341,375.751,3
3,2,2,3,3,545.468,580.682,501.023,552.913,575.717,435.868,528.197,531.26,549.256,583.51,3
3,3,4,4,3,638.45,629.698,573.935,679.788,645.682,623.655,665.43,644.894,587.702,598.563,3
 ,1,2,2,1,437.345,457.601,420.09,470.25,460.399,415.541,432.216,411.194,391.508,409.902,3
4,4,3,4,4,699.056,612.229,640.247,636.319,608.315,606.342,570.598,599.346,573.964,633.047,3
2,2,3,2,3,486.58,420.957,416.046,393.864,471.26,434.087,486.748,449.62,448.066,411.29,3
2,1,1,3,2,447.595,333.447,438.696,463.049,455.856,476.047,432.832,416.714,426.111,398.79,3
2,2,3,4,4,430.546,386.308,419.333,357.087,406.388,406.615,366.214,341.716,424.098,406.314,3
3,2,3,2,3,287.039,245.916,279.434,272.952,297.375,302.996,305.117,314.618,276.978,263.162,3
3,2,3,4,3,607.629,658.842,652.815,616.473,646.226,609.141,639.941,634.144,656.419,671.474,3
4,3,3,4,3,431.094,515.036,505.25,499.937,499.822,463.792,488.282,490.688,517.221,480.147,2
1,2,2,2,1,508.725,442.066,519.8,487.751,452.719,458.099,499.444,477.523,439.461,491.892,3
2,3,3,2,2,467.07,476.563,441.295,474.823,418.6,471.016,455.708,491.797,446.52,455.319,3
2,1,1,2,1,371.101,430.169,400.114,400.437,418.439,400.538,396.984,399.251,423.489,366.148,3
1,1,2,3,1,344.119,396.347,369.248,382.549,363.3,384.586,376.052,325.735,370.527,362.519,3
3,2,3,4,4,630.937,610.004,657.385,717.049,537.441,588.247,639.339,617.317,671.241,680.029,3
1,2,1,2,2,359.338,427.585,413.053,406.176,415.326,417.604,345.535,385.965,385.909,324.347,3
3,2,2,3,3,489.572,463.195,533.867,464.378,427.454,447.278,450.692,480.016,432.858,438.349,3
3,3,3,3,2,532.609,498.017,523.619,516.743,467.467,493.831,507.256,543.001,510.914,538.813,3
 , , , , ,392.957,453.45,426.186,424.229,454.937,436.629,399.427,403.02,407.943,458.111,3
1,4,4,1,1,232.481,194.764,230.145,250.24,234.263,263.453,249.896,230.688,220.552,254.699,2
1,1,1,1,2,521.361,486.006,508.424,483.63,487.791,473.564,491.888,482.631,527.171,468.117,3
4,4,4,4,4,492.776,459.004,471.796,492.503,486.518,505.253,488.407,490.062,471.709,491.964,3
2,1,2,3,1,353.789,309.975,309.519,406.371,369.499,349.817,362.947,337.983,352.984,363.743,3
1,1,1,1,1,593.241,529.282,538.524,559.196,549.871,524.46,488.653,562.257,523.638,539.415,3
3,3,3,4,3,643.467,675.383,653.363,687.667,660.013,595.411,712.835,700.731,675.163,693.829,3
1,1,1,2,1,491.37,513.582,537.084,470.871,507.294,484.417,494.399,496.135,512.137,514.661,3
1,1,3,2,1,625.319,637.342,589.339,683.016,597.901,658.19,687.528,613.417,658.909,696.042,3
2,2,2,2,2,443.909,430.119,382.564,431.793,385.384,412.369,455.296,437.589,435.194,411.873,3
4,3,4,4,4,507.794,475.855,458.274,459.037,445.338,482.032,484.834,455.608,494.572,495.531,3
3,2,2,3,3,527.467,535.271,492.176,527.284,577.634,528.686,550.706,538.327,544.225,561.127,3
 ,3,3, , ,305.767,265.793,268.496,299.436,217.387,257.804,288.671,232.193,234.533,243.904,3
2,1,2,3,2,593.636,669.771,648.162,655.089,691.116,687.702,699.956,721.698,598.701,678.11,3
2,3,3,2,2,249.94,286.063,215.3,198.577,245.13,241.631,199.579,230.838,223.327,229.346,3
2,4,3,3,2,307.773,310.655,234.744,317.281,257.113,335.645,249.387,289.484,268.279,308.276,3
1,1,1,1,1,410.971,421.114,428.517,393.947,429.045,442.553,409.669,433.49,417.885,442.386,3
2,1,1,3,2,480.151,487.135,445.126,483.669,475.422,470.64,442.506,463.741,453.719,501.225,3
1,1,1,1,1,377.89,392.056,378.564,391.258,352.525,422.655,356.761,369.518,349.208,370.336,2
2,1,1,1,2,351.551,374.903,381.514,396.964,395.639,385.583,371.403,417.06,372.451,397.851,3
3,2,2,3,3,532.631,539.211,544.541,548.657,573.424,563.027,586.749,567.599,539.245,571.737,3
2,2,1,3,2,372.092,375.231,381.885,385.333,392.124,410.668,334.674,366.491,352.924,371.61,3
3,3,3,4,3,477.349,496.713,485.367,449.678,523.665,520.29,510.677,519.262,515.623,502.218,3
3,2,2,4,3,473.834,563.631,519.742,566.815,487.087,552.412,500.616,514.435,509.087,499.348,3
 , , , , ,383.633,383.03,371.572,405.131,379.478,338.091,374.458,361.909,328.87,352.908,3
1,1,1,1,1,424.17,446.851,417.379,416.84,427.988,465.973,465.408,449.307,418.969,398.308,3
1,2,3,3,1,525.532,504.261,508.733,544.527,569.453,519.379,568.465,511.254,516.864,533.884,3
2,1,1,2,2,417.804,364.992,371.799,386.855,447.523,350.797,375.775,439.29,404.86,348.821,3
2,2,2,3,2,457.76,528.087,460.953,446.595,524.515,491.839,495.048,467.511,469.286,512.55,3
2,1,2,3,3,550.283,542.031,597.856,572.232,550.221,586.898,579.526,514.166,623.879,602.49,3
1,1,1,2,1,708.582,676.925,782.71,710.455,786.269,732.456,713.494,689.368,630.44,761.317,3
4,4,3,4,4,505.201,475.222,500.092,486.375,490.688,486.83,485.421,498.228,501.164,527.64,3
3,2, ,4,3,373.892,426.358,412.194,384.479,418.848,454.425,413.19,424.919,422.643,393.964,3
3,2,3,3,2,417.259,430.506,397.594,402.428,391.704,365.509,350.422,424.21,353.592,373.44,3
4,3,3,3,3,404.997,361.042,441.069,412.556,428.183,418.902,359.534,401.399,387.88,401.973,3
3,3,3,1,4,457.916,437.535,434.527,494.891,420.543,437.176,462.369,434.943,506.59,486.439,3
 , , , , ,329.922,342.199,287.311,311.341,329.189,326.772,324.174,315.259,321.551,254.77,3
2,2,3,3,3,544.566,593.555,498.937,513.124,546.205,526.349,575.033,515.075,542.424,588.49,3
1,3,3,3,2,635.005,638.091,614.82,642.141,607.809,625.679,578.899,572.659,598.598,593.018,3
2,2,3,3,2,637.469,640.775,635.774,685.551,634.963,648.736,659.022,645.806,642.75,629.47,3
3,2,3,3,2,518.116,499.597,542.547,512.835,550.158,508.694,490.181,531.34,518.86,546.704,3
3,2,2,3,2,453.842,461.511,401.635,427.697,416.707,421.41,478.386,454.089,411.668,440.272,3
2,1,1,3,3,471.176,501.047,465.067,457.923,508.447,503.073,519.724,463.286,486.984,536.051,3
2,1,1,2,2,376.549,372.647,339.855,334.095,359.363,342.419,314.254,371.157,347.666,361.79,3
3,2,1,3,1,455.881,428.576,461.386,463.292,428.114,468.534,442.605,448.61,436.781,434.173,3
3,2,2,3,3,464.914,517.072,482.891,469.318,504.703,498.432,515.092,496.025,512.721,467.249,3
3,2,3,4,3,530.946,519.186,527.106,528.254,529.904,537.187,493.543,526.967,535.305,516.729,3
2,2,3,3,2,456.95,414.053,436.722,417.63,463.038,420.4,397.295,390.092,404.944,422.935,3
3,3,2,3,2,372.09,381.769,364.136,369.488,375.135,360.274,376.616,376.118,365.995,364.303,3
3,3,3,3,2,390.099,392.992,358.224,423.997,352.224,378.78,359.924,377.778,410.178,413.064,3
4,4,3,4,4,677.319,618.989,657.138,668.041,626.573,695.994,673.362,683.112,613.762,647.57,3
4,3,3,4,4,649.552,696.469,736.792,740.686,715.1,705.877,726.845,739.626,701.361,738.076,3
4,3,3,3,3,595.009,621.252,690.081,637.834,686.725,672.887,673.857,643.176,624.551,670.883,3
2,3,2,4,4,536.333,547.39,545.814,506.516,514.121,563.533,589.088,473.504,503.603,546.36,3
3,3,3,3,3,454.425,476.32,488.755,484.894,523.144,515.085,501.766,475.617,478.37,521.708,3
4,3,3,4,4,588.886,623.943,641.667,650.662,656.552,617.632,613.378,660.228,704.625,671.74,3
2,2,1,3,2,587.593,617.978,644.841,595.498,600.287,606.687,578.91,557.552,624.871,645.593,3
3,3,3,4,3,477.251,473.646,437.785,482.728,474.309,445.007,457.072,431.559,450.712,458.711,3
2,1,1,3,1,561.726,576.895,621.647,571.316,531.6,590.572,540.228,563.01,564.615,517.883,3
4,4,2,4,3,536.599,549.847,559.599,572.459,508.644,593.637,562.368,544.498,551.798,561.374,3
1,1,1,2,2,478.642,425.949,466.33,455.919,424.9,453.348,435.317,414.94,431.36,465.704,3
2,2,3,3,3,606.348,627.238,630.09,607.818,638.164,630.226,607.252,612.724,611.701,602.383,3
3,4,4,4,4,522.975,552.818,560.232,539.605,564.661,504.94,563.204,498.772,538.35,561.608,3
2,2,2,4,3,536.627,534.796,537.85,502.494,499.464,527.554,517.81,554.534,539.453,531.649,3
2,2,3,3,2,341.75,333.14,294.671,329.829,309.147,317.882,291.975,342.812,351.421,310.678,3
3,2,2,3,4,561.575,530.3,579.39,546.673,530.37,519.122,560.956,587.536,544.419,540.949,3
3,3,3,4,3,567.818,577.622,562.475,635.908,543.841,585.997,560.471,569.077,538.208,584.359,3
3,1,2,3,3,560.615,559.311,576.194,558.83,525.541,535.056,545.218,543.671,524.075,539.991,3
2,1,1,3,3,400.306,453.261,386.118,416.039,473.318,408.028,436.121,418.836,428.75,415.129,3
3,3,2,3,1,513.872,556.092,475.948,533.837,534.013,522.367,543.236,501.692,551.948,544.977,2
2,1,1,2, ,431.273,433.843,397.417,428.108,409.471,427.32,419.822,413.796,401.03,415.646,3
2,1,2,2,2,579.32,617.856,600.507,656.29,586.412,599.94,561.511,588.085,568.68,562.054,3
2,2,2,3,2,440.918,463.494,436,444.914,425.318,495.876,444.823,491.763,490.629,466.781,2
2,1,2,3,3,625.224,572.278,619.436,598.09,570.394,558.625,563.775,587.363,594.251,565.197,3
1,2,1,3,2,293.543,312.575,265.082,251.191,288.074,253.711,313.191,335.883,292.089,270.866,3
3,3,2,4,3,533.372,569.069,658.753,573.924,567.962,576.13,594.46,518.061,572.881,562.919,3
2,1,1,1,2,422.378,367.916,398.728,380.866,398.469,414.076,357.495,411.009,383.571,381.316,2
2,2,1,2,2,438.07,442.273,391.784,369.773,402.915,413.515,425.238,404.958,416.143,412.361,3
3,3,1,3,1,561.194,617.407,613.379,574.748,572.599,558.106,539.213,590.791,581.663,564.08,3
1,1,1,1,1,376.507,391.608,410.425,390.827,387.684,364.416,388.651,397.742,410.151,381.304,3
4,4,3,4,4,389.08,376.298,401.579,381.512,419.762,391.146,409.258,377.034,415.005,448.82,3
2,2,2,3,2,488.508,456.634,474.042,475.645,492.195,516.986,449.19,496.157,478.697,489.642,3
2,2,2,2,2,629.026,560.053,608.944,571.716,651.335,627.439,557.688,543.867,578.523,624.686,3
1,2,3,3,2,471.066,513.399,472.361,523.401,497.466,497.53,452.148,476.947,442.215,507.099,3
1,1,1,1,2,686.477,742.844,631.952,630.672,748.202,659.535,631.539,636.454,674.041,618.015,3
1,2,2,3,1,506.624,488.497,490.877,410.396,480.342,477.602,478.722,496.777,437.92,455.088,3
3,3,2,4,2,522.455,521.337,527.141,514.413,504.639,498.773,514.394,532.028,480.268,536.664,3
2,4,3,3,2,423.708,439.689,384.809,420.918,412.047,394.241,404.533,426.959,423.328,410.02,3
1,2,2,3,3,582.844,521.308,578.788,571.29,533.546,520.259,531.928,539.585,565.03,544.663,3
1,1,1,2,1,412.074,399.823,426.166,407.504,375.734,399.928,385.117,376.092,377.833,402.167,3
2,2,3,3,2,431.631,460.142,437.187,443.459,404.359,436.002,451.001,467.877,446.449,463.429,3
3,3,2,4,2,603.67,615.932,586.999,536.365,621.805,610.382,595.853,592.615,537.838,644.083,3
4,3,3,4,3,423.737,454.295,446.447,459.142,429.69,427.234,424.16,435.59,378.81,450.992,2
2,2,3,3,3,516.945,518.86,538.148,517.591,537.144,507.51,523.866,499.991,540.708,523.124,3
1,1,1,1,2,410.266,438.571,433.068,414.943,391.396,424.054,429.132,448.782,431.082,421.546,3
4,4,3,4,4,548.172,574.669,560.434,549.415,555.969,618.335,560.369,568.441,510.423,566.217,3
1,1,1,2,1,586.943,521.464,561.669,509.444,570.133,543.063,501.105,533.212,543.815,542.128,3
3,4,3,4,3,587.981,670.097,645.055,618.135,616.984,676.579,575.683,602.407,635.1,618.045,3
4,3,2,4,3,592.355,630.008,646.895,611.359,594.662,624.331,617.027,633.373,635.643,650.084,3
3,2,2,3,3,443.451,485.298,527.952,514.085,454.687,480.331,461.105,477.698,531.642,489.597,3
2,1,1,2,2,621.047,535.158,586.057,590.389,629.868,628.913,595.86,545.128,568.887,608.04,3
3,2,1,3,3,409.049,379.047,377.581,417.608,412.402,396.311,387.858,373.373,380.158,400.248,3
4,4,3,4,3,537.421,487.282,558.277,547.841,528.477,542.881,544.763,548.285,542.531,524.106,3
3,2,2,4,3,576.937,570.488,562.535,539.475,618.995,622.655,578.989,523.737,559.498,535.299,3
3,3,4,4,2,572.7,511.386,565.394,553.865,548.683,509.059,569.597,490.833,529.211,570.415,3
3,2,2,3,2,567.178,702.537,672.304,703.987,685.576,753.077,657.657,700.13,705.203,626.033,3
1,1,1,1,4,648.256,699.53,612.341,632.11,654.578,683.176,675.637,644.997,638.7,634.276,3
4,3,2,3,3,446.453,431.096,425.934,410.398,481,445.38,431.375,398.569,461.493,443.411,3
1,1,1,1,2,359.023,424.881,387.694,400.341,399.651,378.844,348.284,412.515,366.192,358.16,3
2,1,1,2,1,534.105,567.617,547.182,567.238,548.729,580.339,585.149,562.147,587.551,563.828,3
1,2,3,3,2,575.194,612.645,542.187,590.347,623.534,599.979,594.898,610.357,580.194,638.944,3
1,1,1,2,2,433.925,448.855,467.264,474.217,497.942,445.828,487.119,524.061,493.291,432.568,3
2,2,2,2,2,514.703,524.259,515.06,503.426,456.635,466.426,509.791,511.227,494.56,470.238,3
 , , , , ,300.907,273.901,314.881,301.371,316.868,339.975,307.227,349.027,321.835,321.623,3
1,2,2,3,1,510.01,555.345,496.93,545.701,502.757,537.271,532.356,539.646,532.052,518.813,3
2,2,2,2,2,623.312,614.996,646.052,645.403,687.344,635.4,643.625,687.96,648.446,665.349,3
3,2,3,4,3,544.873,507.496,577.973,512.077,548.166,555.705,534.251,520.228,553.317,521.963,3
1,1,1,2,1,457.288,453.825,468.963,424.298,455.686,470.778,457.725,441.373,456.204,436.197,3
1,1,4,3,3,349.253,389.684,424.593,357.626,462.587,405.607,346.997,408.5,372.301,423.071,2
1,1,1,1,1,366.716,390.516,380.437,413.013,414.025,397.078,428.127,344.168,379.834,402.069,3
1,1,1,2,1,415.025,389.408,394.92,376.64,370.027,429.178,423.852,388.112,433.549,416.01,3
2,1,1,2,2,343.179,402.787,407.345,409.945,458.849,423.05,412.368,415.075,362.372,428.037,3
3,2,3,3,3,492.692,479.964,523.07,471.951,456.943,464.955,476.312,511.835,469.595,472.083,3
1,1,2,2,1,527.887,530.518,463.504,498.496,496.447,508.093,511.293,534.53,454.244,526.438,3
4,3,3,4,3,279.918,303.677,257.506,299.781,293.658,264.779,302.688,296.437,307.435,265.765,3
1,1,2,2,1,556.489,598.562,598.573,586.121,570.044,577.016,556.912,537.257,586.653,546.558,3
2,2,4,4,3,535.681,587.766,547.678,584.737,580.43,621.457,569.93,578.443,557.8,552.664,3
4,4,3,4,4,723.932,774.048,756.687,708.686,759.029,695.493,661.986,649.018,706.854,621.696,3
2,2,4,4,2,647.486,727.203,675.177,670.695,689.237,732.401,702.793,625.502,680.661,710.39,3
3,2,3,3,1,490.503,486.72,439.398,469.539,440.382,482.929,474.397,470.763,521.638,493.511,3
4,3,3,4,3,563.954,506.903,498.526,476.059,505.568,497.059,480.963,480.829,523.56,470.809,2
2,2,3,3,2,689.957,676.722,717.635,674.141,687.133,620.703,665.346,695.081,584.656,682.482,3
4,4,4,4,4,583.162,594.059,611.035,589.071,646.165,590.761,595.788,567.906,602.644,535.15,3
1,1,1,1,2,486.737,507.749,550.274,578.516,487.345,531.742,551.398,572.489,596.831,486.334,3
3,3,2,3,2,544.097,587.385,555.689,574.121,597.271,607.168,606.42,603.82,610.078,580.647,3
2,1,1,1,2,541.249,569.603,555.935,559.58,543.283,555.577,558.278,573.502,541.678,535.166,3
2,2,2,3,3,425.892,410.276,450.854,464.585,437.084,388.22,441.265,451.055,458.599,454.228,2
4,3,1,4,3,510.246,575.896,548.061,525.257,523.486,493.246,523.71,542.052,567.49,532.905,3
2,1,1,1,1,469.316,461.332,440.488,526.925,487.263,473.044,392.95,479.668,455.204,454.902,3
3,3,2,3,3,560.183,544.01,568.544,530.37,563.239,572.688,587.868,547.766,547.935,544.722,3
2,2,1,2,2,363.386,383.046,384.71,433.376,388.888,411.729,390.258,408.559,431.355,435.25,3
3,2,2,4,3,550.605,573.423,565.319,569.11,562.993,540.65,582.287,571.19,541.823,571.493,3
4,4,3,4,4,640.784,613.25,662.922,578.492,610.997,591.876,625.63,662.702,662.898,592.393,3
3,4,3,4,3,548.396,552.397,545.813,538.08,555.185,588.953,569.506,530.282,568.108,541.408,3
1, ,3,4,4,433.768,429.345,460.966,475.109,444.671,440.076,430.507,461.61,447.373,454.267,3
4,4,4,4,4,659.161,645.967,664.873,671.702,650.334,646.367,643.717,656.806,668.14,617.197,3
4,4,3,4,4,510.534,556.581,591.318,520.023,558.439,539.63,560.622,548.438,561.72,573.941,3
2,1,1,3,3,483.465,508.246,481.521,455.678,544.97,506.872,497.758,491.101,527.429,481.529,3
4,2,4,4,3,502.131,505.982,507.938,540.42,525.871,539.763,577.9,553.324,513.402,533.797,3
3,3,3,3,3,692.935,635.049,563.408,565.43,629.386,556.252,595.354,575.479,645.153,633.215,3
1,1,1,1,2,336.826,332.319,322.305,313.975,302.577,316.167,298.603,308.011,339.998,332.875,3
1,1,1,1,1,597.552,557.625,555.163,602.726,519.94,591.058,598.407,575.155,586.785,585.093,3
2,2,2,3,2,540.371,586.147,567,547.894,564.131,544.119,589.671,546.274,551.927,552.161,3
4,4,4,4,3,641.817,563.999,605.76,647.289,603.577,620.201,644.817,616.225,628.807,650.263,3
2,2,2,3,3,510.882,519.061,520.935,529.695,525.059,557.623,491.392,525.606,537.46,497.417,3
3,2,3,3,3,592.908,599.35,599.812,559.563,622.676,552.286,549.968,623.71,600.984,604.391,3
1,1,1,1,1,481.62,458.444,471.617,479.149,489.331,502.336,439.25,481.827,491.266,456.721,3
1,2,2,2,1,381.898,444.31,419.974,405.507,438.428,411.498,475.519,382.408,445.041,443.906,3
2,2,2,2,2,503.954,489.659,473.615,502.936,540.313,521.614,460.95,454.543,550.652,505.097,3
4,2,2,4,2,526.775,539.484,522.998,526.336,536.518,526.625,510.019,517.187,540.337,493.126,3
1,1,1,2,2,419.213,415.013,413.547,399.475,417.666,408.749,437.345,419.31,427.236,398.989,3
3,3,3,3,3,290.096,309.233,303.106,303.056,313.298,338.007,291.843,288.005,314.582,331.523,3
4,3,1,4,4,354.166,322.328,307.97,343.275,300.738,338.273,308.263,318.235,334.963,310.963,3
2,2,2,2,1,368.667,382.395,361.554,374.914,362.357,369.887,396.136,339.126,373.764,363.83,3
3,2,3,4,2,403.867,409.253,370.052,423.96,403.559,395.889,368.018,378.782,422.323,354.9,3
3,2,2,3,2,435.886,445.716,398.028,419.248,466.923,429.553,476.149,464.029,420.872,399.362,3
2,1,1,2,2,364.271,346.165,318.644,326.413,384.488,374.871,343.137,320.314,312.903,360.889,3
1,1,1,1,3,311.581,277.081,289.805,288.084,273.709,245.916,280.203,295.683,248.176,260.838,3
1,1,1,1,1,416.302,358.153,436.319,395.304,387.355,405.778,377.801,386.87,400.347,402.631,3
3,2,2,3,3,351.157,338.451,381.28,341.333,360.877,333.71,370.006,334.013,346.725,373.743,3
2,2,3,4,3,450.537,443.993,443.574,487.747,439.224,426.505,471.294,432.719,483.125,451.301,2
3,3,3,3,3,381.317,388.088,386.273,393.955,399.166,393.803,410.916,405.416,336.977,415.871,3
1,4,1,2,1,416.11,449.779,460.844,472.111,440.498,530.015,471.81,466.157,438.435,430.276,3
2,2,2,4,2,380.447,409.409,408.314,429.85,339.958,382.216,382.276,409.835,406.763,380.804,3
2,1, ,2,1,451.172,455.451,427.984,466.315,438.087,477.495,439.418,474.51,484.259,419.373,3
2,2,2,2,2,313.553,318.99,322.237,332.871,348.984,342.117,357.642,328.824,295.703,302.01,3
2,2,2,3,2,432.814,408.358,392.813,400.232,437.903,427.788,398.824,419.647,394.864,390.975,3
 ,2,1,3,3,586.16,523.915,527.894,565.473,547.07,585.857,555.995,581.328,631.231,580.617,3
4,4,4,4,4,596.229,606.101,617.264,594.656,515.062,563.453,603.469,585.696,537.681,576.551,3
2,1,1,3,2,532.395,539.344,509.616,563.968,544.019,540.162,558.883,546.158,547.098,529.38,3
3,4,3,4,3,526.408,528.121,556.659,519.281,510.192,556.153,538.948,540.955,525.387,522.693,3
1,1,1,2,2,423.487,446.877,432.769,428.048,453.534,422.998,407.227,430.015,417.516,398.671,3
3,2,3,3,2,449.424,456.801,404.721,440.95,414.397,406.586,396.007,431.107,418.705,415.223,3
4,1,1,2,1,523.873,532.63,572.999,500.19,470.501,501.861,472.638,499.495,499.973,498.691,3
1,1,1,1,3,385.33,382.3,378.125,394.819,424.891,376.972,408.759,388.94,377.949,372.33,3
2,1,2,2,2,364.001,400.615,319.57,376.422,385.819,359.749,375.76,378.066,303.717,367.691,3
2,2,2,3,2,394.486,387.194,388.258,387.184,426.101,401.557,376.537,385.673,400.414,396.649,2
2,2,2,3,2,412.203,404.257,449.221,409.873,426.188,440.51,481.95,450.348,447.973,466.037,3
2,2,3,4,3,508.9,526.676,505.087,487.46,501.835,459.665,484.425,507.928,500.207,531.348,3
1,1,1,3,2,575.229,545.52,644.128,567.276,595.416,636.395,543.946,609.951,611.547,615.89,3
3,1,3,3,3,286.208,282.097,235.192,273.124,287.647,263.303,316.312,296.409,269.658,326.158,2
1,1,1,2,1,493.138,516.434,488.831,463.27,471.55,497.39,502.704,476.697,480.121,483.793,3
3,3,3,2, ,388.189,373.005,330.163,341.941,305.837,341.851,342.088,351.394,322.225,333.462,3
3,3,2,4,1,396.652,429.438,424.164,411.066,418.018,407.979,421.789,439.65,415.804,461.176,3
4,2,1,3,4,423.12,400.453,416.027,389.545,411.962,375.472,448.433,407.244,391.715,411.027,3
2,3,4,3,1,490.36,572.536,564.424,532.624,533.557,516.859,558.572,578.898,552.799,530,3
2,3,3,2,2,372.85,355.151,363.24,360.734,325.118,374.689,317.834,350.361,361.668,303.088,3
2,1,2, ,1,402.866,451.077,449.891,431.334,454.62,447.799,411.558,418.719,383.668,472.998,2
2,1,1,1,1,425.828,381.621,373.408,370.365,347.547,407.865,392.614,419.791,376.866,415.212,3
3,2,2,3,2,484.524,478.228,467.606,437.775,438.328,456.784,459.278,467.839,430.481,431.142,3
2,2,2,3,2,444.396,471.527,458.952,499.496,448.098,474.147,491.61,479.526,489.91,511.101,3
2,2,2,3,2,511.429,488.694,503.855,458.092,453.944,488.21,499.407,466.862,473.924,491.061,3
4,3,1,4,4,449.13,413.891,445.686,495.109,413.523,481.676,448.693,432.894,492.066,443.407,3
4,2,3,4,4,624.973,665.667,700.298,670.855,610.572,594.633,658.852,653.023,690.854,622.148,3
1,1,1,1,1,494.838,485.825,498.662,453.039,469.676,477.22,482.611,477.087,452.518,444.963,3
3,2,2,4,1,427.784,445.398,465.956,489.168,446.492,497.27,394.944,481.076,484.567,436.643,3
1,4,4,4,1,354.767,320.354,340.731,303.304,345.542,342.741,287.659,369.718,332.058,293.384,2
4,4,4,4,4,649.841,625.049,689.583,605,627.693,674.397,600.302,656.007,604.068,614.077,3
1,3,3,2,1,521.911,546.741,555.517,505.452,505.196,500.256,551.826,514.254,505.576,519.766,3
2,3,2,3,2,383.508,376.873,395.955,378.596,385.307,382.817,360.394,341.484,391.206,369.321,2
2,2,2,3,2,340.427,343.496,342.373,345.075,356.196,373.825,379.561,344.595,336.459,357.118,2
2,1,1,3,2,409.578,400.732,418.235,424.581,402.845,408.874,412.232,418.937,396.228,428.949,3
2,4,2,3,1,377.896,372.24,315.384,376.088,370.029,309.533,379.739,388.909,358.093,404.546,3
2,1,2,4,3,621.224,550.003,547.241,618.427,594.485,559.685,569.644,611.234,560.274,568.547,3
3,2,2,3,3,357.936,339.084,403.14,405.266,427.215,394.398,364.921,380.844,362.963,405.402,3
4,2,4,4,3,318.21,335.431,328.739,357.851,353.829,326.529,332.679,325.781,340.023,364.386,3
2,2,2,3,2,358.493,354.604,389.614,367.278,378.595,401.308,363.151,389.056,342.775,406.53,2
2,2,2,3,2,386.736,397.288,381.094,364.664,351.012,337.145,349.146,395.184,373.436,363.765,3
2,2,2,3,2,440.008,450.525,503.963,458.271,480.201,446.679,475.258,473.767,459.896,483.861,3
2,1,1,2,2,391.501,352.499,358.79,364.582,395.107,332.757,359.2,355.13,358.008,377.503,3
3,3,3,3,2,396.314,400.94,388.845,374.373,407.062,393.883,403.522,399.963,426.946,380.602,2
2,1,1,3,4,268.809,245.476,265.651,222.885,214.445,266.119,196.718,238.648,240.753,291.703,2
1,3, ,3,3,284.2,327.568,325.524,307.282,320.702,316.364,293.119,318.987,302.493,275.284,3
2,1,2,2,1,551.679,567.722,558.773,561.55,571.999,607.115,602.727,547.871,556.863,568.145,3
1,1,1,2,1,476.763,449.133,438.589,493.669,456.971,508.363,423.783,454.97,428.653,447.444,3
1,2,2,3,2,577.91,542.545,600.242,616.116,616.891,559.48,560.705,610.455,602.405,587.95,3
1,1,1,1,1,187.243,224.51,218.625,260.263,213.026,190.465,235.093,213.322,220.928,207.554,3
1,1,1,4,3,380.99,389.143,412.404,415.763,412.275,397.623,383.208,381.284,383.143,384.868,3
4,4,4,4,2,682.943,681.468,673.529,717.464,679.255,620.659,661.036,683.302,643.684,710.3,3
4,3,3,4,3,681.354,612.152,662.469,616.353,628.331,701.677,616.919,644.464,627.067,606.741,3
3,2,2,3,3,497.989,508.975,561.646,578.353,514.962,504.543,483.654,528.143,556.54,540.267,3
4,3,3,4,3,618.387,626.909,681.064,679.93,629.075,621.092,644.875,654.047,649.347,592.036,3
4,3,3,4,3,520.826,469.524,464.523,480.393,520.423,488.294,477.078,507.461,509.37,512.26,3
3,3,3,3,2,546.293,538.998,571.997,564.95,545.658,560.033,599.293,631.703,562.741,552.245,3
4,3,4,4,3,611.061,571.431,654.268,584.105,560.831,628.077,616.496,553.893,613.038,663.179,3
2,2,1,3,2,516.863,460.348,543.703,498.772,549.813,510.274,505.084,532.664,507.356,457.929,3
3,2,3,4,4,595.389,570.641,661.686,643.966,572.507,592.388,592.856,624.702,575.189,579.604,3
4,4,2,4,4,516.9,566.61,544.582,536.293,552.979,582.048,590.139,579.535,575.205,551.518,3
4,4,4,4,4,561.113,476.379,521.785,490.968,590.575,543.35,524.258,517.572,429.475,532.834,3
2,2,1,3,2,533.162,546.051,546.404,546.716,555.773,515.666,523.178,523.433,502.709,507.082,3
4,4,3,4,4,621.79,623.864,604.051,652.353,665.866,677.277,626.638,597.096,614.558,645.312,3
2,2,2,2,2,349.33,298.433,340.121,341.876,341.601,329.959,406.987,386.954,320.097,350.943,3
